engagementid,contentid,contenttype,likes,engagementdate,campaignid,productid,views,clicks
2453,CONT_02453,Newsletter,50,2024-11-29,CAMP_006,20,14212,2915
2454,CONT_02454,Video,150,2023-04-20,CAMP_004,7,12922,497
2455,CONT_02455,SocialMedia,46,2024-08-17,CAMP_008,13,29548,108
2456,CONT_02456,Video,1343,2023-01-22,CAMP_006,18,15964,2981
2457,CONT_02457,Blog,1987,2023-04-23,CAMP_009,44,27485,4214
2458,CONT_02458,Newsletter,2221,2023-07-16,CAMP_007,36,41783,9672
2459,CONT_02459,Blog,489,2024-09-22,CAMP_005,36,19871,2778
2460,CONT_02460,Blog,62,2024-03-27,CAMP_009,17,9265,142
2461,CONT_02461,Video,1358,2024-07-02,CAMP_005,4,34449,4588
2462,CONT_02462,SocialMedia,1561,2024-12-03,CAMP_001,9,29564,7971
2463,CONT_02463,Blog,397,2024-03-20,CAMP_008,9,4063,917
2464,CONT_02464,Video,1548,2023-10-18,CAMP_005,18,39207,3194
2465,CONT_02465,Video,88,2024-02-20,CAMP_008,32,8555,2461
2466,CONT_02466,Video,27,2023-07-16,CAMP_001,27,4782,65
2467,CONT_02467,SocialMedia,753,2024-05-16,CAMP_002,2,19849,1687
2468,CONT_02468,Video,1114,2023-07-09,CAMP_004,30,29621,5716
2469,CONT_02469,SocialMedia,1878,2023-05-09,CAMP_005,34,45611,4278
2470,CONT_02470,Newsletter,349,2023-06-15,CAMP_006,50,33903,3225
2471,CONT_02471,SocialMedia,239,2024-04-01,CAMP_005,42,12574,795
2472,CONT_02472,Newsletter,24,2024-06-14,CAMP_005,32,980,99
2473,CONT_02473,Blog,53,2024-06-24,CAMP_008,44,31748,205
2474,CONT_02474,Newsletter,103,2023-03-26,CAMP_003,47,9700,716
2475,CONT_02475,Blog,29,2023-08-08,CAMP_005,9,20513,150
2476,CONT_02476,Blog,3930,2024-10-17,CAMP_004,36,44926,8979
2477,CONT_02477,Video,77,2023-02-25,CAMP_003,7,14275,2990
2478,CONT_02478,Video,566,2023-07-23,CAMP_007,25,27459,2015
2479,CONT_02479,Newsletter,1556,2024-02-21,CAMP_006,33,42438,12427
2480,CONT_02480,Newsletter,300,2024-09-12,CAMP_010,31,20435,5098
2481,CONT_02481,Video,373,2024-10-20,CAMP_005,19,7985,950
2482,CONT_02482,Video,620,2024-02-04,CAMP_008,32,16728,1373
2483,CONT_02483,SocialMedia,1286,2023-06-09,CAMP_009,14,21160,4813
2484,CONT_02484,Blog,3236,2023-04-22,CAMP_007,27,36127,8657
2485,CONT_02485,Newsletter,534,2023-02-05,CAMP_010,6,20122,1563
2486,CONT_02486,Blog,398,2024-06-06,CAMP_003,19,48447,1891
2487,CONT_02487,Newsletter,1071,2024-11-13,CAMP_010,8,23846,5598
2488,CONT_02488,Blog,139,2024-03-14,CAMP_006,42,44766,4320
2489,CONT_02489,Video,205,2023-07-05,CAMP_007,31,26500,2944
2490,CONT_02490,Video,101,2023-08-20,CAMP_006,7,1650,284
2491,CONT_02491,SocialMedia,856,2023-06-18,CAMP_010,14,17585,3045
2492,CONT_02492,SocialMedia,1738,2023-12-05,CAMP_002,22,39860,5378
2493,CONT_02493,SocialMedia,162,2023-11-03,CAMP_008,26,14502,481
2494,CONT_02494,Blog,1682,2024-01-08,CAMP_007,6,28477,7381
2495,CONT_02495,SocialMedia,481,2023-11-02,CAMP_005,7,36425,3629
2496,CONT_02496,Video,2391,2023-07-29,CAMP_009,38,38511,6348
2497,CONT_02497,SocialMedia,216,2023-10-21,CAMP_010,15,11313,2569
2498,CONT_02498,Newsletter,2628,2024-10-29,CAMP_003,40,49884,5601
2499,CONT_02499,Blog,51,2024-12-19,CAMP_007,45,15225,738
2500,CONT_02500,Newsletter,927,2024-06-20,CAMP_007,34,17796,2209
2501,CONT_02501,Newsletter,18,2024-06-28,CAMP_002,7,712,167
2502,CONT_02502,Newsletter,349,2024-07-15,CAMP_003,26,16950,989
2503,CONT_02503,Newsletter,526,2024-04-23,CAMP_001,46,44360,1395
2504,CONT_02504,Blog,4565,2024-11-20,CAMP_008,18,47691,9413
2505,CONT_02505,Blog,305,2023-03-08,CAMP_010,49,18317,682
2506,CONT_02506,Video,4386,2024-10-10,CAMP_006,43,46261,9906
2507,CONT_02507,Blog,700,2024-02-04,CAMP_002,20,32025,4779
2508,CONT_02508,SocialMedia,126,2023-10-31,CAMP_006,6,29590,5133
2509,CONT_02509,SocialMedia,2063,2024-08-02,CAMP_004,42,34831,5441
2510,CONT_02510,Newsletter,105,2023-08-30,CAMP_006,29,8054,252
2511,CONT_02511,Video,590,2023-04-30,CAMP_001,2,6222,1189
2512,CONT_02512,Video,532,2024-02-16,CAMP_001,49,38667,2989
2513,CONT_02513,Blog,744,2023-09-23,CAMP_010,37,10376,2270
2514,CONT_02514,Newsletter,943,2023-04-13,CAMP_006,4,26737,6396
2515,CONT_02515,Blog,1821,2023-02-24,CAMP_005,44,28996,7217
2516,CONT_02516,SocialMedia,2824,2024-04-04,CAMP_010,2,24029,6812
2517,CONT_02517,SocialMedia,208,2023-10-05,CAMP_003,48,44458,804
2518,CONT_02518,SocialMedia,2061,2023-10-14,CAMP_009,33,24086,4707
2519,CONT_02519,Newsletter,654,2024-07-04,CAMP_007,19,41328,10909
2520,CONT_02520,Video,48,2023-09-01,CAMP_005,37,12016,379
2521,CONT_02521,Newsletter,1683,2024-05-26,CAMP_001,46,39969,10587
2522,CONT_02522,Newsletter,181,2023-05-23,CAMP_007,18,9884,974
2523,CONT_02523,SocialMedia,495,2023-03-01,CAMP_006,31,7766,1056
2524,CONT_02524,Blog,1280,2024-06-03,CAMP_005,32,28841,2699
2525,CONT_02525,Video,3958,2023-02-15,CAMP_001,37,33515,8125
2526,CONT_02526,Newsletter,394,2024-08-10,CAMP_010,18,8224,1143
2527,CONT_02527,SocialMedia,1668,2023-02-15,CAMP_002,28,34089,5824
2528,CONT_02528,Newsletter,1871,2024-03-26,CAMP_009,39,36800,6827
2529,CONT_02529,Video,642,2024-04-06,CAMP_006,14,9487,1307
2530,CONT_02530,SocialMedia,320,2024-09-18,CAMP_010,37,42537,6451
2531,CONT_02531,SocialMedia,73,2024-07-08,CAMP_007,8,48441,403
2532,CONT_02532,Video,552,2023-07-13,CAMP_007,35,42580,4725
2533,CONT_02533,SocialMedia,37,2024-04-07,CAMP_002,30,34872,190
2534,CONT_02534,Blog,97,2024-04-12,CAMP_005,26,21598,4458
2535,CONT_02535,Blog,115,2023-12-12,CAMP_005,21,3076,307
2536,CONT_02536,Newsletter,716,2024-01-30,CAMP_004,26,26048,1861
2537,CONT_02537,SocialMedia,938,2023-08-02,CAMP_010,10,36668,10983
2538,CONT_02538,SocialMedia,241,2023-10-18,CAMP_003,7,14315,526
2539,CONT_02539,Blog,4507,2023-07-10,CAMP_001,20,39459,9400
2540,CONT_02540,Newsletter,1770,2024-05-25,CAMP_001,49,47453,12127
2541,CONT_02541,Blog,468,2024-12-19,CAMP_010,48,13665,1422
2542,CONT_02542,SocialMedia,2911,2023-12-22,CAMP_010,1,41774,7769
2543,CONT_02543,Blog,275,2024-09-25,CAMP_003,2,9009,2465
2544,CONT_02544,Blog,83,2023-11-25,CAMP_008,18,29594,287
2545,CONT_02545,Blog,195,2024-04-28,CAMP_005,39,21592,454
2546,CONT_02546,Blog,164,2023-06-09,CAMP_009,9,5797,512
2547,CONT_02547,SocialMedia,1740,2023-11-16,CAMP_010,16,27467,4799
2548,CONT_02548,SocialMedia,189,2023-09-02,CAMP_009,1,37263,3724
2549,CONT_02549,Blog,414,2023-08-29,CAMP_007,48,14793,2095
2550,CONT_02550,Newsletter,1449,2024-02-19,CAMP_002,20,13523,3917
2551,CONT_02551,Blog,323,2024-09-12,CAMP_005,24,44620,6833
2552,CONT_02552,Newsletter,2627,2024-07-02,CAMP_002,33,44384,11847
2553,CONT_02553,Blog,99,2024-09-16,CAMP_010,19,1265,253
2554,CONT_02554,SocialMedia,346,2023-08-30,CAMP_002,48,38412,3071
2555,CONT_02555,Newsletter,2781,2024-06-19,CAMP_010,14,38473,5668
2556,CONT_02556,SocialMedia,296,2024-09-05,CAMP_009,45,3040,746
2557,CONT_02557,Blog,480,2023-06-01,CAMP_003,42,32008,2643
2558,CONT_02558,Newsletter,2135,2023-08-31,CAMP_001,6,49020,7255
2559,CONT_02559,Video,78,2023-07-28,CAMP_005,49,885,180
2560,CONT_02560,Video,1004,2023-10-26,CAMP_003,18,22735,2082
2561,CONT_02561,Video,2726,2024-07-16,CAMP_005,31,33001,8261
2562,CONT_02562,Newsletter,529,2024-11-17,CAMP_004,6,14599,1119
2563,CONT_02563,Blog,150,2024-09-03,CAMP_002,1,25022,3647
2564,CONT_02564,Video,3652,2024-08-14,CAMP_003,16,48927,9761
2565,CONT_02565,Video,48,2023-05-28,CAMP_006,3,2344,206
2566,CONT_02566,Video,118,2023-02-27,CAMP_007,49,26061,1715
2567,CONT_02567,SocialMedia,1163,2023-03-09,CAMP_009,30,37223,4857
2568,CONT_02568,Newsletter,3409,2023-03-31,CAMP_008,28,44603,8897
2569,CONT_02569,Newsletter,523,2023-01-21,CAMP_005,11,37397,6882
2570,CONT_02570,Newsletter,731,2023-03-01,CAMP_002,45,46992,8996
2571,CONT_02571,Video,144,2023-06-03,CAMP_006,38,47843,526
2572,CONT_02572,SocialMedia,208,2023-04-29,CAMP_008,27,25856,2872
2573,CONT_02573,SocialMedia,173,2023-06-05,CAMP_009,33,21799,1023
2574,CONT_02574,Blog,1716,2023-01-26,CAMP_006,18,20815,5037
2575,CONT_02575,Newsletter,186,2024-06-02,CAMP_005,42,24970,6956
2576,CONT_02576,Video,393,2023-01-15,CAMP_005,9,6209,1022
2577,CONT_02577,Blog,1729,2023-01-23,CAMP_009,29,31915,3501
2578,CONT_02578,Newsletter,239,2023-06-14,CAMP_003,48,8815,1633
2579,CONT_02579,Video,705,2023-07-16,CAMP_006,36,15765,1940
2580,CONT_02580,Blog,71,2023-08-09,CAMP_008,48,45282,1260
2581,CONT_02581,Newsletter,432,2023-08-08,CAMP_006,35,9803,1027
2582,CONT_02582,SocialMedia,54,2024-04-24,CAMP_005,43,2038,497
2583,CONT_02583,Blog,1847,2023-02-24,CAMP_009,34,24749,3927
2584,CONT_02584,SocialMedia,156,2023-09-28,CAMP_002,25,26265,7036
2585,CONT_02585,Blog,460,2024-12-31,CAMP_005,38,22893,2340
2586,CONT_02586,Blog,4130,2024-08-09,CAMP_003,20,42957,11604
2587,CONT_02587,Video,1733,2024-10-03,CAMP_005,47,30162,4741
2588,CONT_02588,SocialMedia,79,2023-01-17,CAMP_004,3,15611,512
2589,CONT_02589,Video,131,2024-01-04,CAMP_009,23,5830,1075
2590,CONT_02590,SocialMedia,321,2024-01-05,CAMP_009,43,28668,2105
2591,CONT_02591,Blog,2270,2024-09-18,CAMP_002,37,39594,9830
2592,CONT_02592,Video,497,2023-08-07,CAMP_002,12,29547,3258
2593,CONT_02593,SocialMedia,1455,2023-12-11,CAMP_007,50,25471,6121
2594,CONT_02594,Video,45,2023-01-10,CAMP_009,2,4385,370
2595,CONT_02595,Video,2041,2024-11-21,CAMP_010,45,46813,4917
2596,CONT_02596,SocialMedia,118,2023-07-08,CAMP_005,26,24720,585
2597,CONT_02597,Video,767,2024-08-31,CAMP_002,17,12877,2848
2598,CONT_02598,Newsletter,24,2023-09-29,CAMP_001,47,11460,232
2599,CONT_02599,Newsletter,572,2023-01-19,CAMP_001,29,33690,3749
2600,CONT_02600,Newsletter,3460,2024-10-08,CAMP_001,7,45552,10732
2601,CONT_02601,Blog,1598,2023-04-23,CAMP_008,16,48510,3661
2602,CONT_02602,Video,3535,2023-07-27,CAMP_003,7,48094,9304
2603,CONT_02603,Video,1984,2024-09-23,CAMP_008,21,43132,12521
2604,CONT_02604,SocialMedia,394,2023-04-13,CAMP_003,43,21952,1125
2605,CONT_02605,SocialMedia,12,2023-05-18,CAMP_006,37,2008,98
2606,CONT_02606,SocialMedia,2220,2023-03-27,CAMP_009,15,46948,5524
2607,CONT_02607,Video,28,2024-07-28,CAMP_008,48,3456,239
2608,CONT_02608,Video,4032,2024-01-16,CAMP_008,46,44473,8742
2609,CONT_02609,Video,176,2024-10-05,CAMP_009,44,15502,2887
2610,CONT_02610,Blog,328,2023-07-05,CAMP_002,41,10991,1826
2611,CONT_02611,Video,2442,2023-03-16,CAMP_007,47,35396,8414
2612,CONT_02612,SocialMedia,1179,2024-05-17,CAMP_008,42,46995,4611
2613,CONT_02613,SocialMedia,2517,2023-07-23,CAMP_010,43,41234,6866
2614,CONT_02614,SocialMedia,339,2024-01-11,CAMP_008,1,24663,6838
2615,CONT_02615,Video,1518,2023-08-25,CAMP_001,19,47428,3142
2616,CONT_02616,SocialMedia,467,2024-01-06,CAMP_010,36,18355,4598
2617,CONT_02617,SocialMedia,1208,2023-10-26,CAMP_004,16,34349,7757
2618,CONT_02618,Newsletter,144,2024-10-07,CAMP_001,10,14018,962
2619,CONT_02619,Blog,27,2023-04-19,CAMP_001,15,1818,75
2620,CONT_02620,Blog,61,2024-05-18,CAMP_006,24,42632,4959
2621,CONT_02621,Newsletter,157,2024-03-02,CAMP_004,17,29135,2806
2622,CONT_02622,Video,971,2023-03-02,CAMP_006,14,19370,1969
2623,CONT_02623,Video,3932,2023-12-11,CAMP_006,2,49831,10440
2624,CONT_02624,SocialMedia,1091,2024-10-12,CAMP_009,36,36846,2433
2625,CONT_02625,Blog,252,2024-04-13,CAMP_002,38,5754,527
2626,CONT_02626,Video,135,2023-08-20,CAMP_003,32,35586,522
2627,CONT_02627,Blog,712,2023-10-29,CAMP_003,35,15131,2906
2628,CONT_02628,Video,889,2024-10-08,CAMP_009,29,34563,6834
2629,CONT_02629,SocialMedia,278,2023-08-17,CAMP_003,49,11433,866
2630,CONT_02630,SocialMedia,1081,2023-09-02,CAMP_003,31,20959,5043
2631,CONT_02631,Video,712,2024-07-16,CAMP_006,40,25387,2938
2632,CONT_02632,SocialMedia,94,2023-08-30,CAMP_004,8,37181,874
2633,CONT_02633,Blog,2663,2023-10-14,CAMP_009,47,33554,5854
2634,CONT_02634,Blog,771,2023-09-17,CAMP_004,43,49408,11218
2635,CONT_02635,SocialMedia,198,2024-08-23,CAMP_010,17,32486,4417
2636,CONT_02636,Video,77,2023-07-26,CAMP_003,19,6472,1143
2637,CONT_02637,Blog,301,2024-02-23,CAMP_002,15,5198,1529
2638,CONT_02638,SocialMedia,1492,2023-09-11,CAMP_008,4,29193,3148
2639,CONT_02639,SocialMedia,720,2024-12-07,CAMP_007,13,21577,2688
2640,CONT_02640,Video,127,2024-10-24,CAMP_006,30,8342,1136
2641,CONT_02641,Newsletter,392,2024-04-05,CAMP_005,37,37088,975
2642,CONT_02642,SocialMedia,1554,2024-09-25,CAMP_007,27,43870,10626
2643,CONT_02643,Video,2888,2023-04-18,CAMP_005,7,42065,6041
2644,CONT_02644,Blog,927,2023-10-12,CAMP_006,43,12329,3193
2645,CONT_02645,Newsletter,1200,2024-10-28,CAMP_010,10,27467,2908
2646,CONT_02646,Video,474,2024-05-01,CAMP_004,27,28643,3168
2647,CONT_02647,Video,783,2023-08-25,CAMP_008,8,13685,1580
2648,CONT_02648,SocialMedia,64,2024-05-26,CAMP_001,42,26330,2048
2649,CONT_02649,Blog,854,2023-01-22,CAMP_005,11,22037,4395
2650,CONT_02650,Newsletter,35,2023-07-01,CAMP_007,23,16210,592
2651,CONT_02651,Video,1964,2023-09-28,CAMP_005,39,33082,4659
2652,CONT_02652,SocialMedia,677,2023-05-28,CAMP_002,26,32645,3783
2653,CONT_02653,Blog,52,2024-06-03,CAMP_010,30,20022,428
2654,CONT_02654,Video,1576,2024-12-03,CAMP_010,14,40979,3520
2655,CONT_02655,Video,5647,2024-02-05,CAMP_005,31,40676,11373
2656,CONT_02656,SocialMedia,2762,2024-02-03,CAMP_003,7,41190,11694
2657,CONT_02657,Video,3424,2023-05-17,CAMP_007,30,46700,13202
2658,CONT_02658,Blog,1304,2024-02-24,CAMP_008,4,35796,9931
2659,CONT_02659,Blog,104,2024-02-27,CAMP_007,29,4780,1244
2660,CONT_02660,SocialMedia,244,2024-10-26,CAMP_008,23,9833,542
2661,CONT_02661,Video,1006,2024-05-05,CAMP_003,2,20060,2223
2662,CONT_02662,Video,1507,2024-02-01,CAMP_010,30,15170,3674
2663,CONT_02663,Blog,418,2023-06-03,CAMP_005,16,9520,1934
2664,CONT_02664,Newsletter,123,2023-02-09,CAMP_001,30,3777,871
2665,CONT_02665,SocialMedia,252,2024-05-27,CAMP_008,49,14665,674
2666,CONT_02666,SocialMedia,1725,2023-08-15,CAMP_010,12,24419,7125
2667,CONT_02667,Blog,769,2024-01-29,CAMP_003,25,30242,1745
2668,CONT_02668,Newsletter,2763,2023-04-30,CAMP_001,23,22019,6110
2669,CONT_02669,Newsletter,1081,2023-12-18,CAMP_001,3,20167,3424
2670,CONT_02670,Video,1880,2024-11-12,CAMP_010,11,44828,4326
2671,CONT_02671,SocialMedia,2676,2023-04-12,CAMP_007,27,26627,6404
2672,CONT_02672,SocialMedia,342,2024-07-11,CAMP_008,37,46525,10036
2673,CONT_02673,SocialMedia,961,2024-10-24,CAMP_007,47,35868,6329
2674,CONT_02674,Newsletter,1286,2024-01-20,CAMP_007,15,28528,3829
2675,CONT_02675,Video,33,2023-01-19,CAMP_008,24,16142,3351
2676,CONT_02676,Video,24,2024-12-27,CAMP_004,33,1093,191
2677,CONT_02677,SocialMedia,60,2023-03-09,CAMP_008,21,38098,883
2678,CONT_02678,SocialMedia,19,2024-10-19,CAMP_008,39,42814,2197
2679,CONT_02679,Blog,4126,2024-07-03,CAMP_007,8,32177,9564
2680,CONT_02680,SocialMedia,434,2024-03-12,CAMP_005,3,46782,1174
2681,CONT_02681,SocialMedia,11,2023-05-29,CAMP_003,12,740,83
2682,CONT_02682,Video,180,2024-12-14,CAMP_007,21,25923,3598
2683,CONT_02683,Blog,1783,2024-02-12,CAMP_007,12,24053,4650
2684,CONT_02684,Newsletter,162,2023-08-12,CAMP_009,34,33128,909
2685,CONT_02685,SocialMedia,414,2024-11-20,CAMP_009,17,37913,2926
2686,CONT_02686,Blog,201,2024-02-09,CAMP_010,5,47152,1989
2687,CONT_02687,Newsletter,2294,2024-01-10,CAMP_008,29,17200,4768
2688,CONT_02688,Video,1173,2024-07-20,CAMP_005,4,14241,2631
2689,CONT_02689,Newsletter,969,2023-06-08,CAMP_001,49,21598,2507
2690,CONT_02690,SocialMedia,1350,2023-05-26,CAMP_010,27,25954,5684
2691,CONT_02691,Newsletter,236,2024-05-28,CAMP_010,5,16963,3911
2692,CONT_02692,Newsletter,128,2023-04-28,CAMP_001,2,3352,551
2693,CONT_02693,Blog,1934,2024-02-16,CAMP_007,43,37794,7767
2694,CONT_02694,Blog,11,2024-10-25,CAMP_004,45,10995,106
2695,CONT_02695,Newsletter,271,2023-06-20,CAMP_003,16,9068,939
2696,CONT_02696,Video,49,2023-04-14,CAMP_003,17,9741,171
2697,CONT_02697,Video,658,2024-10-02,CAMP_002,10,26807,1573
2698,CONT_02698,Blog,83,2023-09-16,CAMP_002,6,17396,265
2699,CONT_02699,SocialMedia,544,2023-12-23,CAMP_003,22,26892,2780
2700,CONT_02700,Video,861,2024-09-20,CAMP_009,15,26025,2667
2701,CONT_02701,Newsletter,116,2024-09-05,CAMP_003,27,39950,5351
2702,CONT_02702,SocialMedia,1528,2024-11-23,CAMP_008,10,40865,7948
2703,CONT_02703,Blog,1579,2024-12-29,CAMP_002,19,43989,11949
2704,CONT_02704,SocialMedia,163,2023-08-31,CAMP_003,33,27064,878
2705,CONT_02705,Video,2385,2024-04-08,CAMP_001,39,38347,10239
2706,CONT_02706,Blog,941,2024-07-19,CAMP_010,9,38203,9014
2707,CONT_02707,SocialMedia,71,2023-09-22,CAMP_005,38,31459,1220
2708,CONT_02708,Blog,238,2024-11-06,CAMP_007,17,43548,1762
2709,CONT_02709,Newsletter,458,2024-01-30,CAMP_009,34,40764,934
2710,CONT_02710,Newsletter,58,2024-09-05,CAMP_002,10,35818,470
2711,CONT_02711,Newsletter,182,2023-07-15,CAMP_009,48,32215,659
2712,CONT_02712,Newsletter,4163,2024-12-12,CAMP_010,22,47615,11397
2713,CONT_02713,SocialMedia,601,2024-04-07,CAMP_001,15,16995,1528
2714,CONT_02714,Newsletter,485,2024-06-10,CAMP_001,2,32849,3377
2715,CONT_02715,Video,178,2024-10-30,CAMP_007,47,17289,1636
2716,CONT_02716,Video,26,2023-05-17,CAMP_004,10,8572,82
2717,CONT_02717,Blog,4528,2024-02-01,CAMP_006,35,46147,11240
2718,CONT_02718,Newsletter,467,2023-09-23,CAMP_009,32,45991,3162
2719,CONT_02719,Blog,105,2023-03-07,CAMP_005,29,20053,1419
2720,CONT_02720,Video,459,2023-06-23,CAMP_006,6,21133,4034
2721,CONT_02721,Video,477,2023-07-14,CAMP_002,12,28009,1196
2722,CONT_02722,Video,596,2023-06-07,CAMP_005,31,8089,1926
2723,CONT_02723,Newsletter,208,2023-08-22,CAMP_006,41,30807,4537
2724,CONT_02724,SocialMedia,180,2024-01-28,CAMP_009,18,3061,837
2725,CONT_02725,Blog,225,2023-10-05,CAMP_001,26,10726,2054
2726,CONT_02726,Newsletter,126,2023-07-06,CAMP_007,13,17717,1007
2727,CONT_02727,Blog,833,2023-11-24,CAMP_001,36,44277,1734
2728,CONT_02728,SocialMedia,101,2024-08-27,CAMP_003,10,33555,3361
2729,CONT_02729,Blog,72,2023-09-17,CAMP_006,45,14057,3856
2730,CONT_02730,Blog,75,2024-05-23,CAMP_003,40,34202,6761
2731,CONT_02731,Video,525,2024-04-13,CAMP_004,50,27380,1192
2732,CONT_02732,Video,766,2023-04-30,CAMP_010,29,9558,2398
2733,CONT_02733,SocialMedia,1121,2024-01-28,CAMP_008,40,22513,2779
2734,CONT_02734,SocialMedia,89,2024-04-29,CAMP_009,28,3095,710
2735,CONT_02735,SocialMedia,2200,2024-03-27,CAMP_007,50,47476,4898
2736,CONT_02736,Video,146,2024-06-26,CAMP_001,27,49371,1616
2737,CONT_02737,Video,63,2023-02-06,CAMP_010,49,10850,561
2738,CONT_02738,Video,460,2023-12-09,CAMP_007,26,26564,7067
2739,CONT_02739,Newsletter,2522,2024-03-30,CAMP_002,14,45384,5578
2740,CONT_02740,Video,311,2024-10-09,CAMP_009,44,9047,2538
2741,CONT_02741,Blog,292,2024-10-06,CAMP_006,41,11546,920
2742,CONT_02742,SocialMedia,1318,2024-12-06,CAMP_006,19,41132,6609
2743,CONT_02743,Video,1333,2023-09-25,CAMP_009,34,33348,5350
2744,CONT_02744,Video,369,2024-02-01,CAMP_010,4,41929,11429
2745,CONT_02745,Video,2119,2024-06-24,CAMP_009,39,36456,7833
2746,CONT_02746,Video,1156,2023-01-02,CAMP_007,3,36198,5039
2747,CONT_02747,SocialMedia,302,2024-10-12,CAMP_006,39,38496,622
2748,CONT_02748,Video,1097,2023-04-18,CAMP_010,34,45036,10597
2749,CONT_02749,Blog,73,2024-04-21,CAMP_008,13,558,151
2750,CONT_02750,Blog,347,2023-08-24,CAMP_001,11,33462,1531
2751,CONT_02751,SocialMedia,1914,2024-04-04,CAMP_001,23,25887,6583
2752,CONT_02752,SocialMedia,733,2023-08-28,CAMP_009,20,38397,2289
2753,CONT_02753,Blog,929,2024-08-25,CAMP_002,15,9950,2901
2754,CONT_02754,SocialMedia,376,2024-06-16,CAMP_009,33,16791,1196
2755,CONT_02755,Video,87,2023-03-22,CAMP_007,12,45716,334
2756,CONT_02756,Newsletter,42,2024-11-18,CAMP_002,6,9487,448
2757,CONT_02757,Video,1063,2023-12-25,CAMP_001,10,18296,2589
2758,CONT_02758,Video,28,2024-11-25,CAMP_002,25,46253,1249
2759,CONT_02759,Blog,262,2024-05-08,CAMP_008,44,32924,1725
2760,CONT_02760,Newsletter,5176,2023-12-09,CAMP_002,46,41121,10440
2761,CONT_02761,Video,38,2023-07-14,CAMP_008,12,26305,135
2762,CONT_02762,Blog,701,2023-11-02,CAMP_001,19,16446,1508
2763,CONT_02763,Video,48,2024-03-31,CAMP_009,22,7223,698
2764,CONT_02764,Newsletter,1353,2023-11-14,CAMP_004,26,42443,3412
2765,CONT_02765,Blog,143,2023-03-28,CAMP_003,39,24397,6801
2766,CONT_02766,Blog,145,2024-03-21,CAMP_009,28,5934,376
2767,CONT_02767,Newsletter,611,2024-02-13,CAMP_010,33,23125,3190
2768,CONT_02768,SocialMedia,45,2024-08-05,CAMP_005,34,14019,1284
2769,CONT_02769,Blog,97,2024-08-19,CAMP_010,43,23743,1611
2770,CONT_02770,Blog,44,2023-11-08,CAMP_007,8,31441,594
2771,CONT_02771,Newsletter,131,2024-12-15,CAMP_004,40,4225,385
2772,CONT_02772,SocialMedia,1112,2023-08-25,CAMP_002,20,26054,3831
2773,CONT_02773,Newsletter,128,2024-06-04,CAMP_009,47,22379,6371
2774,CONT_02774,SocialMedia,822,2024-10-01,CAMP_007,37,17854,5230
2775,CONT_02775,Newsletter,1844,2024-11-25,CAMP_008,14,47850,5049
2776,CONT_02776,SocialMedia,178,2024-09-10,CAMP_003,42,10787,1097
2777,CONT_02777,Blog,15,2024-02-07,CAMP_002,34,9559,1302
2778,CONT_02778,Newsletter,1665,2023-01-21,CAMP_006,26,42815,4778
2779,CONT_02779,SocialMedia,65,2024-01-11,CAMP_007,40,17034,3088
2780,CONT_02780,Video,95,2024-03-15,CAMP_010,7,11504,1616
2781,CONT_02781,SocialMedia,299,2023-06-09,CAMP_006,36,15078,4328
2782,CONT_02782,Blog,95,2024-09-05,CAMP_008,18,26185,1436
2783,CONT_02783,Newsletter,129,2023-11-01,CAMP_003,18,20142,2483
2784,CONT_02784,Blog,3421,2023-11-19,CAMP_007,10,45911,11146
2785,CONT_02785,Newsletter,75,2024-02-18,CAMP_005,16,26395,498
2786,CONT_02786,Blog,51,2023-11-09,CAMP_008,26,2274,499
2787,CONT_02787,Newsletter,109,2023-08-12,CAMP_002,14,1169,232
2788,CONT_02788,Newsletter,591,2024-05-04,CAMP_007,25,14247,3836
2789,CONT_02789,SocialMedia,3741,2023-07-09,CAMP_005,50,48200,7939
2790,CONT_02790,SocialMedia,532,2023-11-16,CAMP_002,12,11567,2027
2791,CONT_02791,Newsletter,268,2023-05-29,CAMP_007,7,7445,597
2792,CONT_02792,SocialMedia,4545,2024-04-17,CAMP_008,39,47293,9605
2793,CONT_02793,Video,606,2023-11-16,CAMP_001,27,33596,1250
2794,CONT_02794,Blog,1655,2023-04-03,CAMP_001,19,30522,5735
2795,CONT_02795,Blog,303,2023-11-28,CAMP_009,26,31446,3124
2796,CONT_02796,Video,50,2023-10-10,CAMP_008,5,2479,437
2797,CONT_02797,Newsletter,805,2024-10-06,CAMP_009,48,26166,5093
2798,CONT_02798,Newsletter,16,2023-12-11,CAMP_005,8,5058,423
2799,CONT_02799,Video,196,2024-05-10,CAMP_009,27,33420,481
2800,CONT_02800,Video,24,2024-03-06,CAMP_010,25,32184,177
2801,CONT_02801,SocialMedia,500,2023-07-17,CAMP_007,9,49317,2523
2802,CONT_02802,Newsletter,509,2024-11-20,CAMP_009,5,26716,3090
2803,CONT_02803,SocialMedia,2721,2024-02-01,CAMP_003,13,35892,9764
2804,CONT_02804,Video,1340,2023-03-11,CAMP_003,38,15301,3043
2805,CONT_02805,Blog,3414,2023-08-13,CAMP_009,23,36213,9321
2806,CONT_02806,Video,30,2023-02-28,CAMP_005,21,3647,745
2807,CONT_02807,Blog,174,2024-01-26,CAMP_007,1,1936,458
2808,CONT_02808,Video,171,2024-08-05,CAMP_003,42,3401,642
2809,CONT_02809,Video,4137,2023-03-29,CAMP_006,34,42423,10747
